class,n,silhouette
gloMel_clicks+gloMel_whistles,20,0.7702377438545227
gloMel_clicks+gloMel_whistles+turTru_clicks+turTru_whistles,3,0.6158459782600403
background,4348,-0.22206783294677734
gloMel_clicks+turTru_clicks,106,-0.3602038323879242
clicks,690,-0.3845261335372925
whistles,35,-0.4080759882926941
