class,n,silhouette
gloMel_clicks+gloMel_whistles,20,0.6545937061309814
gloMel_clicks+gloMel_whistles+turTru_clicks+turTru_whistles,3,0.3824802339076996
background,4348,-0.24750177562236786
gloMel_clicks+turTru_clicks,106,-0.29036250710487366
whistles,35,-0.2944612205028534
clicks,690,-0.31262245774269104
