class,n,silhouette
gloMel_clicks+gloMel_whistles,20,0.7777156829833984
gloMel_clicks+gloMel_whistles+turTru_clicks+turTru_whistles,3,0.6238987445831299
background,4348,-0.2146264612674713
clicks,690,-0.36636584997177124
gloMel_clicks+turTru_clicks,106,-0.39059847593307495
whistles,35,-0.41381821036338806
