class,n,silhouette
gloMel_clicks+gloMel_whistles,20,0.7037220001220703
graGri,45,0.5301525592803955
gloMel_clicks+gloMel_whistles+turTru_clicks+turTru_whistles,3,0.3804263770580292
delphi,307,0.27318254113197327
steCoe,15,-0.046169623732566833
gloMel,121,-0.20458929240703583
gloMel_clicks+turTru_clicks,106,-0.2398858219385147
turTru,58,-0.4135276675224304
phyMac,179,-0.42651939392089844
background,4348,-0.49767056107521057
