class,n,silhouette
graGri,45,0.6407557725906372
gloMel_clicks+gloMel_whistles,20,0.45601409673690796
gloMel_clicks+gloMel_whistles+turTru_clicks+turTru_whistles,3,0.396464079618454
steCoe,15,0.3779962956905365
delphi,307,0.21106424927711487
gloMel,121,-0.11900629848241806
phyMac,179,-0.24894648790359497
gloMel_clicks+turTru_clicks,106,-0.26291897892951965
turTru,58,-0.4213670492172241
background,4348,-0.5029574036598206
