class,n,silhouette
gloMel_clicks+gloMel_whistles,20,0.6780688166618347
gloMel_clicks+gloMel_whistles+turTru_clicks+turTru_whistles,3,0.3804263770580292
background,4348,-0.2373250424861908
gloMel_clicks+turTru_clicks,106,-0.24058784544467926
clicks,690,-0.30243566632270813
whistles,35,-0.3184088170528412
