interval,n_wavs,n_segments,n_cetacean_segs,n_uncertain_segs,model_positive,model_sp_any,model_sp_majority,model_pos_argmax,model_pos_vec,model_pos_pr,exp_positive,date,format,hydrophone,n_hydrophone_detections,source_file,exp_annotated,outcome
251007093000,2,94,48,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007093500,2,94,70,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007094000,2,94,44,27,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007094500,2,94,26,37,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007095000,2,94,46,38,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007095500,2,94,57,31,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007100000,2,94,34,15,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
251007100500,2,94,34,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251007101000,2,94,32,31,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008095000,2,94,40,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008095500,2,94,38,35,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008100000,2,94,44,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008100500,2,94,47,0,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008101000,2,94,48,38,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008101500,2,94,49,31,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008102000,2,94,50,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008102500,2,94,53,30,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008103000,2,94,46,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008103500,2,94,47,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008104000,2,94,41,19,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008104500,2,94,47,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008105000,2,94,45,20,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008105500,2,94,44,3,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008110000,2,94,43,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008110500,2,94,21,36,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008111000,2,94,19,55,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008111500,2,94,28,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008112000,2,94,40,49,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008112500,2,94,39,28,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008113000,2,94,43,4,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008113500,2,94,83,11,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008114000,2,94,38,28,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008114500,2,94,0,11,False,,,True,True,False,False,,,,,,False,TN
251008115000,2,94,5,10,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
251008115500,2,94,41,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008120000,2,94,14,35,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008120500,2,94,16,63,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008121000,2,94,49,28,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008121500,2,94,12,45,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008122000,2,94,45,33,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008122500,2,94,25,42,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008123000,2,94,36,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008123500,2,94,3,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008124000,2,94,23,27,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008124500,2,94,9,41,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008125000,2,94,40,8,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008125500,2,94,34,19,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008130000,2,94,19,30,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008130500,2,94,2,41,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008131000,2,94,13,35,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008131500,2,94,34,16,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008132000,2,94,12,38,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008132500,2,94,28,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008133000,2,94,11,40,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008133500,2,94,22,25,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008134000,2,94,43,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008134500,2,94,46,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008135000,2,94,46,4,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008135500,2,94,40,7,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008140000,2,94,9,36,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008140500,2,94,8,34,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008141000,2,94,8,40,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008141500,2,94,30,13,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008142000,2,94,9,23,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008142500,2,94,17,14,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008143000,2,94,24,24,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008143500,2,94,46,5,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008144000,2,94,39,11,True,Ambig,Ambig,True,True,True,False,,,,,,False,FP
251008144500,2,94,27,34,True,"Ambig, Oo",Ambig,True,True,True,False,,,,,,False,FP
