time,signal_amplitude,TK_amplitude
0.114224609375,0.0025997162,0.0025997162
0.2126953125,0.14876044,0.14876044
0.30233203125,0.11810541,0.11810541
0.374984375,0.18759537,0.18759537
0.4508203125,0.12587476,0.12587476
0.526310546875,0.19452918,0.19452918
0.5636328125,0.038369298,0.038369298
0.60010546875,0.16669643,0.16669643
0.640841796875,0.047737956,0.047737956
0.673375,0.15655386,0.15655386
0.74121484375,0.19544816,0.19544816
0.743841796875,0.12832057,0.12832057
0.807904296875,0.1411848,0.1411848
0.824939453125,0.41005945,0.41005945
0.875546875,0.13964844,0.13964844
0.906212890625,0.24611413,0.24611413
0.9423203125,0.086915016,0.086915016
0.978560546875,0.38801646,0.38801646
1.011134765625,0.048235655,0.048235655
1.045509765625,0.26711082,0.26711082
1.07887890625,0.039001346,0.039001346
1.113953125,0.07069564,0.07069564
1.62175390625,0.0565778,0.0565778
10.231791015625,0.056021094,0.056021094
10.234310546875,0.057995677,0.057995677
10.31832421875,0.09641576,0.09641576
10.4143359375,0.35169005,0.35169005
10.516822265625,0.23575675,0.23575675
10.617603515625,0.24007487,0.24007487
10.70083984375,0.322276,0.322276
10.781177734375,0.25232553,0.25232553
10.863099609375,0.24105322,0.24105322
10.929865234375,-0.23296738,-0.23296738
10.999224609375,-0.09518814,-0.09518814
11.0722109375,-0.19443488,-0.19443488
11.1547265625,0.14109218,0.14109218
11.233068359375,-0.056717277,-0.056717277
15.282482421875,0.03581536,0.03581536
15.430548828125,-0.048173547,-0.048173547
15.562931640625,-0.019727826,-0.019727826
15.669466796875,0.15939498,0.15939498
15.751634765625,-0.15867257,-0.15867257
15.830685546875,0.09399581,0.09399581
15.914453125,0.040359735,0.040359735
17.629359375,0.048517346,0.048517346
17.697447265625,0.03843391,0.03843391
17.765486328125,0.12149048,0.12149048
17.82447265625,0.21694124,0.21694124
17.887560546875,0.23173344,0.23173344
17.94967578125,0.1903621,0.1903621
18.01840234375,-0.30488098,-0.30488098
18.085021484375,-0.19707298,-0.19707298
18.150822265625,-0.16693819,-0.16693819
18.213923828125,-0.12215388,-0.12215388
18.273279296875,0.10294616,0.10294616
18.33213671875,0.10220611,0.10220611
18.387455078125,-0.14170635,-0.14170635
18.440130859375,-0.14380646,-0.14380646
18.499056640625,0.07497656,0.07497656
18.551935546875,0.08036351,0.08036351
18.60646875,-0.049933672,-0.049933672
18.6603125,0.0594455,0.0594455
21.02795703125,-0.06355655,-0.06355655
21.10197265625,-0.16431856,-0.16431856
21.171404296875,-0.1432277,-0.1432277
21.245873046875,-0.11407602,-0.11407602
21.3218828125,0.06668091,0.06668091
21.6849453125,0.041201353,0.041201353
21.757673828125,0.10719943,0.10719943
21.832814453125,0.086670995,0.086670995
21.914658203125,0.08212376,0.08212376
22.160533203125,-0.035543084,-0.035543084
22.235794921875,0.062619925,0.062619925
22.301853515625,0.06670964,0.06670964
22.3648359375,0.08438504,0.08438504
22.427673828125,-0.117812276,-0.117812276
22.4940078125,-0.2944162,-0.2944162
