time,signal_amplitude,TK_amplitude
6.183953125,0.035573006,0.035573006
7.83645703125,0.056164384,0.056164384
8.05130078125,0.11333573,0.11333573
8.256037109375,0.13521385,0.13521385
8.447974609375,0.14564538,0.14564538
8.66982421875,0.1344719,0.1344719
8.86271484375,0.102956176,0.102956176
9.03482421875,0.12069821,0.12069821
9.208009765625,0.1095047,0.1095047
13.380154296875,0.051210046,0.051210046
13.623505859375,0.077646255,0.077646255
13.798255859375,0.11927748,0.11927748
13.966041015625,0.08597314,0.08597314
18.216830078125,0.05095792,0.05095792
18.578291015625,0.03578031,0.03578031
18.7496875,0.035814404,0.035814404
18.803328125,0.029418945,0.029418945
18.929576171875,0.039839625,0.039839625
19.196623046875,0.036683083,0.036683083
29.760830078125,0.054955125,0.054955125
29.94131640625,0.06301594,0.06301594
30.30295703125,0.049444556,0.049444556
30.42427734375,0.10570097,0.10570097
30.553927734375,0.01882875,0.01882875
30.681572265625,0.10378456,0.10378456
30.82250390625,0.07842231,0.07842231
31.9369140625,0.066723585,0.066723585
32.0763984375,0.15711665,0.15711665
32.32253125,0.12649786,0.12649786
32.72209375,0.04926455,0.04926455
33.094380859375,0.08122945,0.08122945
33.439345703125,0.111988306,0.111988306
33.774845703125,0.08831346,0.08831346
34.096404296875,0.08983719,0.08983719
34.401728515625,-0.059728622,-0.059728622
34.62396875,-0.0561229,-0.0561229
35.002271484375,-0.059739113,-0.059739113
35.0755390625,0.063267946,0.063267946
35.29046875,0.038594484,0.038594484
35.3083671875,0.056117415,0.056117415
35.496587890625,-0.050055265,-0.050055265
35.583146484375,0.08523524,0.08523524
35.913880859375,0.104786515,0.104786515
36.081564453125,0.07493949,0.07493949
36.086759765625,-0.032901883,-0.032901883
36.1363828125,0.039023638,0.039023638
36.465955078125,-0.08559549,-0.08559549
36.575662109375,-0.066072464,-0.066072464
36.729310546875,0.06751084,0.06751084
36.872642578125,0.061674,0.061674
36.94712890625,0.11214864,0.11214864
37.020255859375,-0.046289086,-0.046289086
37.26271875,-0.057000637,-0.057000637
38.65118359375,-0.036142945,-0.036142945
39.012498046875,-0.047338724,-0.047338724
39.3914375,-0.033092737,-0.033092737
39.58561328125,0.069735885,0.069735885
39.62584765625,0.13802898,0.13802898
39.780859375,-0.041749716,-0.041749716
39.976947265625,0.013644457,0.013644457
40.507091796875,-0.12359345,-0.12359345
40.57955859375,0.07111311,0.07111311
40.672015625,0.09927702,0.09927702
41.00215625,0.04669714,0.04669714
41.103826171875,0.061962605,0.061962605
41.293162109375,-0.14068902,-0.14068902
41.442615234375,0.124275565,0.124275565
41.700451171875,-0.12981331,-0.12981331
41.742171875,0.1635493,0.1635493
42.072361328125,0.08182502,0.08182502
42.610640625,0.052075863,0.052075863
43.521158203125,-0.065430164,-0.065430164
43.618025390625,-0.05621445,-0.05621445
43.96804296875,-0.07911813,-0.07911813
44.00051953125,-0.081236005,-0.081236005
44.0235,-0.084346056,-0.084346056
44.062228515625,-0.04221618,-0.04221618
44.149033203125,-0.056182623,-0.056182623
44.272859375,-0.10431445,-0.10431445
44.71249609375,0.06656182,0.06656182
44.78728125,0.06571531,0.06571531
44.93276171875,-0.08098447,-0.08098447
46.44483203125,0.084168434,0.084168434
46.762818359375,-0.13053656,-0.13053656
47.01277734375,-0.11642873,-0.11642873
47.301447265625,-0.104888916,-0.104888916
47.59124609375,-0.103204966,-0.103204966
47.832515625,-0.094720244,-0.094720244
48.1068984375,0.11092222,0.11092222
48.4071875,0.12457144,0.12457144
48.612203125,-0.054857373,-0.054857373
48.653705078125,0.07163668,0.07163668
48.710076171875,0.106359124,0.106359124
48.854693359375,0.15205312,0.15205312
49.01335546875,0.12549484,0.12549484
49.36323046875,-0.040325284,-0.040325284
49.403921875,-0.043148994,-0.043148994
49.461056640625,-0.0492481,-0.0492481
49.48524609375,0.10557592,0.10557592
54.304904296875,-0.079909086,-0.079909086
55.78269921875,0.089202166,0.089202166
56.080669921875,0.11073017,0.11073017
56.47291015625,0.083225965,0.083225965
56.71283203125,0.055737257,0.055737257
56.994291015625,-0.06388259,-0.06388259
57.246451171875,0.08905101,0.08905101
57.506220703125,-0.078394175,-0.078394175
57.7367109375,-0.07360029,-0.07360029
58.3220390625,-0.058338165,-0.058338165
58.656267578125,-0.06912053,-0.06912053
58.91423046875,0.10258794,0.10258794
59.29609375,0.09811032,0.09811032
59.49515625,0.12858939,0.12858939
59.72905078125,-0.10652387,-0.10652387
