time,signal_amplitude,TK_amplitude
23.9544296875,0.087114215,0.087114215
25.466296875,-0.9905609,-0.9905609
26.681515625,0.048998117,0.048998117
26.741513671875,-0.4273858,-0.4273858
26.801396484375,0.61881983,0.61881983
26.859375,0.6258645,0.6258645
26.910849609375,0.32754493,0.32754493
26.9628203125,0.6951567,0.6951567
27.004732421875,0.7965331,0.7965331
27.052318359375,-0.41800117,-0.41800117
27.102533203125,-0.3148116,-0.3148116
27.146005859375,-0.32078862,-0.32078862
27.18768359375,-0.37155855,-0.37155855
27.23219140625,-0.32232583,-0.32232583
27.27917578125,0.19040334,0.19040334
27.333091796875,-0.012892485,-0.012892485
28.439306640625,0.049281,0.049281
28.51362109375,-0.006512761,-0.006512761
28.58511328125,0.13611436,0.13611436
28.65719921875,0.36474013,0.36474013
28.725673828125,0.7115662,0.7115662
28.79224609375,0.628423,0.628423
28.85327734375,0.7379397,0.7379397
28.915916015625,0.8076856,0.8076856
28.9765625,0.9999999,0.9999999
29.034560546875,0.8523773,0.8523773
29.087060546875,0.7580154,0.7580154
29.141984375,0.85177374,0.85177374
29.16723828125,0.04420173,0.04420173
29.195365234375,0.9999999,0.9999999
29.251494140625,0.9999999,0.9999999
29.3074375,0.7169963,0.7169963
29.36833203125,0.9999999,0.9999999
29.427072265625,0.9999999,0.9999999
29.487931640625,0.88757956,0.88757956
29.547966796875,0.5908009,0.5908009
29.611802734375,0.4592061,0.4592061
29.672830078125,0.59998035,0.59998035
29.739009765625,0.7084776,0.7084776
29.8005859375,0.55826175,0.55826175
29.863521484375,0.7718617,0.7718617
29.9312265625,0.9999999,0.9999999
29.997419921875,0.7404754,0.7404754
30.07248828125,0.6436646,0.6436646
30.139623046875,-0.22926211,-0.22926211
30.21330078125,-0.30593014,-0.30593014
30.277923828125,0.35539615,0.35539615
30.343232421875,0.30028784,0.30028784
30.410462890625,0.9999999,0.9999999
30.479958984375,0.9999999,0.9999999
30.545671875,0.6050278,0.6050278
30.615056640625,0.24917471,0.24917471
30.68571875,0.44838846,0.44838846
30.74698046875,0.43643105,0.43643105
30.807384765625,0.33030903,0.33030903
30.8596875,0.2797699,0.2797699
30.907953125,0.3870499,0.3870499
30.909994140625,-0.09767425,-0.09767425
30.951390625,0.17256832,0.17256832
30.95343359375,0.07990503,0.07990503
30.992369140625,0.09655416,0.09655416
30.994412109375,0.077034116,0.077034116
31.028966796875,-0.06894302,-0.06894302
31.031001953125,0.056583166,0.056583166
31.066244140625,-0.13838756,-0.13838756
31.068287109375,-0.08270514,-0.08270514
31.10742578125,-0.1987226,-0.1987226
31.109689453125,-0.043751,-0.043751
31.14821484375,-0.28348553,-0.28348553
