held_out,n_train,n_val,n_test,val_macro_f1,test_macro_f1,test_weighted_f1,test_accuracy,test_balanced_acc,delph_precision,delph_recall,delph_f1,n_delph_test,elapsed_s,f1_background,f1_other_mammals,f1_delphinids
ALNITAK_CAVANILLES,216635,25793,5202,0.9035279968269609,0.3580084533276022,0.7698620271444144,0.8156478277585544,0.3581730516833537,0.29333333333333333,0.09777777777777778,0.14666666666666667,675,97.38171529769897,0.8970556630131098,0.030303030303030304,0.14666666666666667
Adriatic_Sea,222878,23572,1180,0.7301982728503961,0.6871915486443652,0.7487144380830671,0.7211864406779661,0.8143811664793306,0.988835725677831,0.6581740976645435,0.7903123008285532,942,54.59122109413147,0.584070796460177,0.0,0.7903123008285532
DCLDE_2026,63694,9398,174538,0.5619214372585838,0.5809583284271991,0.7559642210864318,0.7040816326530612,0.6373479745857629,0.25488852241331306,0.5485342920353983,0.3480486057291591,21696,9.645762920379639,0.8138680511252392,0.0,0.3480486057291591
