held_out,n_test,n_test_classes,val_macro_f1,test_macro_f1 (test-only),test_macro_f1 (full vocab),test_accuracy,test_balanced_acc
MONISH,617,5,0.8663177398265555,0.9851175784432682,0.5472875435795934,0.9918962722852512,0.9851615613022908
ECOSS_testtrain,127,5,0.9016869373357967,0.8923076923076924,0.49572649572649574,0.7795275590551181,0.86
ALNITAK_CAVANILLES,745,6,0.9987148325091498,0.026192571373294265,0.017461714248862843,0.013422818791946308,0.018360546780921458
