interval,n_wavs,n_segments,n_cetacean_segs,n_uncertain_segs,model_positive,model_sp_any,model_sp_majority,model_pos_argmax,model_pos_vec,model_pos_pr,exp_positive,exp_top_species,n_wavs_annotated,source,sum_exp_Ambig,sum_exp_Bb,sum_exp_Dc,sum_exp_Dd,sum_exp_Gg,sum_exp_Gm,sum_exp_Lo,sum_exp_Oo,sum_exp_Pm,sum_exp_Sc,sum_exp_Tt,sum_exp_Zc,exp_annotated,outcome
240530141500,5,60,42,17,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530142000,5,60,45,14,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530142500,5,60,40,17,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530143000,5,60,52,8,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530143500,5,60,45,15,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530144000,5,60,34,24,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530144500,5,60,35,22,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530145000,5,60,29,25,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,1.18666666666666,0.9746666666666668,4.168,0.0,0.0106666666666666,0.0,0.0,0.2573333333333333,2.4026666666666605,0.0,True,TP
240530145500,5,60,41,19,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530150000,5,60,53,5,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530150500,5,60,33,19,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530151000,5,60,19,13,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530151500,5,60,39,18,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530152000,5,60,29,28,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530152500,5,60,23,36,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530153000,5,60,19,38,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530153500,5,60,32,25,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.3573333333333333,0.1653333333333333,1.1973333333333305,0.0,0.004,0.0,0.0,0.0413333333333333,0.2346666666666667,0.0,True,TP
240530154000,5,60,21,39,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530154500,5,60,10,47,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530155000,5,60,6,38,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.6386666666666666,0.3626666666666666,2.4653333333333305,0.0,0.0106666666666666,0.0013333333333333,0.0,0.0973333333333333,0.42399999999999993,0.0,True,TP
240530155500,5,60,30,22,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530160000,5,60,12,44,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530160500,5,60,15,44,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530161000,5,60,11,49,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530161500,5,60,28,30,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530162000,5,60,17,40,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530162500,5,60,20,35,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530163000,5,60,20,38,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530163500,5,60,18,34,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530164000,5,60,27,33,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530164500,5,60,19,33,True,Ambig,Ambig,True,True,True,True,Dc,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,2.97066666666666,0.5413333333333333,2.8760000000000003,0.0,0.9173333333333332,0.0,0.0,1.656,2.0386666666666606,0.0,True,TP
240530165000,5,60,4,26,True,Ambig,Ambig,True,True,True,True,Tt,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,12.00573333333331,11.511999999999972,19.29639999999997,0.0,18.63066666666664,0.0213333333333332,0.0,30.005333333333322,30.35533333333332,0.0,True,TP
240530165500,5,60,32,24,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,3.8959999999999964,0.7919999999999999,4.006666666666661,0.0,1.3493333333333268,0.0013333333333333,0.0,2.1426666666666607,2.811999999999994,0.0,True,TP
240530170000,5,60,31,29,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,1.58,0.2333333333333333,1.672,0.0,0.6413333333333333,0.0,0.0,0.9133333333333332,0.96,0.0,True,TP
240530170500,5,60,41,19,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530171000,5,60,50,10,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530171500,5,60,46,12,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530172000,5,60,44,13,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.28,0.188,1.2973333333333303,0.0,0.004,0.0,0.0,0.044,0.1866666666666666,0.0,True,TP
240530172500,5,60,36,22,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530173000,5,60,51,8,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530173500,5,60,49,7,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.9346666666666664,0.3706666666666666,3.104,0.0,0.0106666666666666,0.0,0.0,0.0973333333333333,0.4826666666666667,0.0,True,TP
240530174000,5,60,43,11,True,Ambig,Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,1.4093333333333233,0.8533333333333333,5.19333333333333,0.0,0.0346666666666666,0.0013333333333333,0.0,0.2919999999999999,1.2159999999999935,0.0,True,TP
240530174500,5,60,50,10,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530175000,5,60,5,27,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530175500,5,60,1,19,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530180000,5,60,3,27,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530180500,5,60,0,32,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530181000,5,60,0,15,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530181500,5,60,0,13,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530182000,5,60,0,19,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530182500,5,60,0,17,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530183000,5,60,0,14,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530183500,5,60,0,25,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530184000,5,60,0,15,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530184500,5,60,0,11,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530185000,5,60,0,15,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530185500,5,60,0,7,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530190000,5,60,0,10,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530190500,5,60,0,18,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530191000,5,60,1,18,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530191500,5,60,1,37,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530192000,5,60,0,37,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530192500,5,60,0,45,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530193000,5,60,0,46,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530193500,5,60,0,49,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530194000,5,60,4,48,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530194500,5,60,8,48,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530195000,5,60,13,46,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530195500,5,60,15,45,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530200000,5,60,12,48,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530200500,5,60,8,52,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530201000,5,60,14,46,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530201500,5,60,33,27,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530202000,5,60,42,18,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530202500,5,60,56,4,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530203000,5,60,53,7,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530203500,5,60,56,4,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530204000,5,60,58,2,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530204500,5,60,53,7,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530205000,5,60,58,2,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530205500,5,60,59,1,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530210000,5,60,52,8,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530210500,5,60,53,7,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530211000,5,60,54,6,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530211500,5,60,55,5,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530212000,5,60,39,21,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530212500,5,60,24,36,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530213000,5,60,31,29,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530213500,5,60,13,46,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530214000,5,60,1,43,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530214500,5,60,0,6,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530215000,5,60,0,0,False,,,False,False,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530215500,5,60,0,0,False,,,False,False,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530220000,5,60,0,8,False,,,True,True,False,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,TN
240530220500,5,60,17,24,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530221000,5,60,45,15,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530221500,5,60,49,11,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530222000,5,60,44,16,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530222500,5,60,38,21,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530223000,5,60,40,20,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530223500,5,60,39,21,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530224000,5,60,27,32,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530224500,5,60,29,31,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530225000,5,60,26,33,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530225500,5,60,26,34,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530230000,5,60,15,45,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530230500,5,60,25,35,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530231000,5,60,16,42,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530231500,5,60,21,34,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530232000,5,60,20,39,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530232500,5,60,17,42,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530233000,5,60,16,43,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530233500,5,60,45,15,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530234000,5,60,43,17,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530234500,5,60,43,17,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530235000,5,60,39,19,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240530235500,5,60,16,41,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240531000000,5,60,20,37,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240531000500,5,60,15,32,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240531001000,5,60,21,35,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240531001500,5,60,34,24,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
240531002000,5,60,32,27,True,"Ambig, Tt",Ambig,True,True,True,True,Gg,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.048,0.1266666666666666,0.7066666666666667,0.0,0.0133333333333333,0.0,0.0,0.084,0.0213333333333333,0.0,True,TP
240531002500,5,60,33,24,True,Ambig,Ambig,True,True,True,True,Tt,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.2066666666666666,0.0813333333333333,0.132,0.0,0.0133333333333333,0.0,0.0,0.2333333333333333,0.3333333333333333,0.0,True,TP
240531003000,5,60,35,23,True,Ambig,Ambig,True,True,True,False,background,5.0,XIULOS_MAIG_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,FP
