n_shots,classifier,trial,accuracy,macro_f1,roc_auc,time_s
64,Random Forest,2,0.7459514170040485,0.7048220503585308,0.8486991764918261,1.0783710479736328
64,Random Forest,3,0.7378542510121457,0.7032728657282767,0.8450994596343961,0.9650418758392334
64,Random Forest,4,0.7459514170040485,0.7101334310057021,0.8581924540976266,1.023447036743164
64,Random Forest,5,0.7530364372469636,0.7186256799808738,0.854167726924079,1.0039777755737305
64,Random Forest,6,0.7105263157894737,0.6750873183869879,0.8358268253549561,0.9907512664794922
64,Random Forest,7,0.7479757085020243,0.7159008302752952,0.857851992454987,1.0377178192138672
64,Random Forest,8,0.7560728744939271,0.7213452895325357,0.8533246752756733,1.0169703960418701
64,Random Forest,9,0.7277327935222672,0.6963580325673732,0.8330567189959204,1.0536985397338867
64,SVM (RBF),0,0.7510121457489879,0.7088192599657251,0.8300124718318911,0.379774808883667
64,SVM (RBF),1,0.742914979757085,0.7063298578125178,0.864802825197562,0.39435601234436035
64,SVM (RBF),2,0.7044534412955465,0.6665017402840759,0.8396470123784099,0.38584089279174805
64,SVM (RBF),3,0.7580971659919028,0.7159393779822532,0.8576174177762198,0.4133567810058594
64,SVM (RBF),4,0.7267206477732794,0.6854255286331367,0.8659115068234849,0.3983778953552246
64,SVM (RBF),5,0.7459514170040485,0.7066049206982813,0.8533068279393143,0.3829052448272705
64,SVM (RBF),6,0.6953441295546559,0.6572653527681654,0.8346095874498779,0.38767480850219727
64,SVM (RBF),7,0.7419028340080972,0.7074792674563483,0.8593082069987698,0.3964357376098633
64,SVM (RBF),8,0.7439271255060729,0.703740522172119,0.8503504525101622,0.4025578498840332
64,SVM (RBF),9,0.7105263157894737,0.6711800443455824,0.8321507506081007,0.388047456741333
64,Nearest Centroid,0,0.6771255060728745,0.6007128039555161,0.7675256474530523,0.047678470611572266
64,Nearest Centroid,1,0.6973684210526315,0.626250341126795,0.8036653299856567,0.0477297306060791
64,Nearest Centroid,2,0.694331983805668,0.6134287084213447,0.8007550076719768,0.04800772666931152
64,Nearest Centroid,3,0.701417004048583,0.6256183875867277,0.7980922449797222,0.04860424995422363
64,Nearest Centroid,4,0.72165991902834,0.6501510834844169,0.8099969183340328,0.04918646812438965
64,Nearest Centroid,5,0.6902834008097166,0.611579181801435,0.7954409694881565,0.0484921932220459
64,Nearest Centroid,6,0.6892712550607287,0.6137997641413525,0.7870046537560147,0.047772884368896484
64,Nearest Centroid,7,0.6993927125506073,0.6242084151002557,0.7998772508822418,0.04886746406555176
64,Nearest Centroid,8,0.6973684210526315,0.6183559262210948,0.7989459890185844,0.0499420166015625
64,Nearest Centroid,9,0.6842105263157895,0.603861141129126,0.786898191387756,0.04578042030334473
128,Logistic Regression,0,0.678391959798995,0.6286610161198225,0.8470521197221969,0.14352869987487793
128,Logistic Regression,1,0.7273869346733668,0.6693446023992268,0.8519096303345153,0.14745473861694336
128,Logistic Regression,2,0.7110552763819096,0.644818405171612,0.8392644341970052,0.14656352996826172
128,Logistic Regression,3,0.6771356783919598,0.63219003264236,0.858590249060997,0.1314563751220703
128,Logistic Regression,4,0.7010050251256281,0.6520224325577272,0.8637949614101182,0.1379845142364502
128,Logistic Regression,5,0.6972361809045227,0.6412646712257902,0.8592422351979401,0.1343398094177246
128,Logistic Regression,6,0.7110552763819096,0.6586326609920522,0.851230123255867,0.13848114013671875
128,Logistic Regression,7,0.6871859296482412,0.6334378993233379,0.8488844304280238,0.15338993072509766
128,Logistic Regression,8,0.707286432160804,0.6555313266317238,0.852716576983049,0.14380526542663574
128,Logistic Regression,9,0.6394472361809045,0.5988952069054647,0.835281504679785,0.14372682571411133
128,Decision Tree,0,0.6369346733668342,0.5761125645652913,0.7281566321577062,0.43422818183898926
128,Decision Tree,1,0.6206030150753769,0.5512789236316559,0.6848697990679381,0.44860076904296875
128,Decision Tree,2,0.6193467336683417,0.5599972902826997,0.6778829359843318,0.41831111907958984
128,Decision Tree,3,0.6180904522613065,0.5611191722435865,0.6897749752207325,0.4502880573272705
