run,exp1_test_macro_f1,exp1_test_balanced_acc,exp2_avg_macro_f1,exp3_avg_macro_f1
v02_low_lambda,0.9140548502641692,0.9079347207453191,0.9645382157627059,0.8455954404581308
v09_best_combo,0.9137159538915812,0.9056025904811673,0.958653240055478,0.9124424226786778
