wav_path,status,native_sr_hz,duration_s,n_segments,resampled,error_message
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011101.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011201.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011301.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011401.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011501.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011601.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011701.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011801.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529011901.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012001.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012101.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012201.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012301.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012401.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012501.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012601.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012701.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012801.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529012901.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013002.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013102.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013202.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013302.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013502.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013602.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013802.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529013902.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014002.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014102.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014202.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014302.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014402.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014502.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014702.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014802.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529014902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015102.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015202.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015302.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015502.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015602.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015702.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015802.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529015902.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020002.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020102.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020302.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020502.wav,ok,288000,60.03,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020602.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020802.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529020902.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021002.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021102.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021202.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021302.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021502.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021702.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529021902.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022002.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022102.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022302.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022402.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022602.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022702.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529022902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023002.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023102.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023202.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023302.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023402.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023702.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023802.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529023902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024002.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024102.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024202.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024302.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024702.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024802.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529024902.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025002.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025102.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025302.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025502.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025702.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025802.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529025902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030102.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030202.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030302.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030702.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529030902.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031102.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031302.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031402.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031502.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529031902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032002.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032102.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032202.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032302.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032402.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032602.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032702.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032802.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529032902.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033102.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033302.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033402.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033802.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529033902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034102.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034202.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034302.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034402.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034502.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034702.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034802.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529034902.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035102.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035202.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035302.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035502.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035602.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529035902.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040002.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040102.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040302.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040402.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040502.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040702.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040802.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529040902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041002.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041102.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041302.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041502.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041602.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041702.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041802.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529041902.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042102.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042202.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042302.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042402.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042502.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042602.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042702.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529042902.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043102.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043202.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043302.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043402.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043502.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043602.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043802.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529043902.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044102.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044202.wav,ok,288000,60.02,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044302.wav,ok,288000,59.99,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044402.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044502.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044602.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044702.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044802.wav,ok,288000,60.0,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529044902.wav,ok,288000,60.0,11,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529045002.wav,ok,288000,60.01,12,True,
D:\IM-23-ARBAS\2024.05.28_ARBAS\Soundtrap 6338\6338.240529045102.wav,ok,288000,60.0,12,True,
